Element,Concentration,New_Region
Iron,0.140352,"2229,0.25"
Arsenic,0.00414366,"2229,0.5"
Bromine,0.192279,"2229,0.75"
Oxygen,0.693096,"2230,0.0"
Sodium,0.0408311,"2230,0.25"
Magnesium,0.00739434,"2230,0.5"
Aluminum,0.0651962,"2230,0.75"
Silicon,0.162182,"2231,0.0"
Phosphorus,0.0064497,"2231,0.25"
Sulfur,0,"2231,0.5"
Potassium,0.00766541,"2231,0.75"
Manganese,0.000727381,"2232,0.0"
Iron,0.0164572,"2232,0.25"
Oxygen,0.676499,"2232,0.5"
Silicon,0.234516,"2232,0.75"
Phosphorus,0.0279223,"2233,0.0"
Sulfur,0.000691622,"2233,0.25"
Manganese,0,"2233,0.5"
Iron,0.0401112,"2233,0.75"
Bromine,0.0202598,"2234,0.0"
Oxygen,0.573866,"2234,0.25"
Sodium,0.200098,"2234,0.5"
Silicon,0.060532,"2234,0.75"
Sulfur,0.0869524,"2235,0.0"
Chlorine,0.0268526,"2235,0.25"
Potassium,0.00985707,"2235,0.5"
Iron,0.011772,"2235,0.75"
Bromine,0.0300695,"2236,0.0"
Oxygen,0.267852,"2236,0.25"
Magnesium,0,"2236,0.5"
Aluminum,0.00311576,"2236,0.75"
Silicon,0.161543,"2237,0.0"
Phosphorus,0.00135623,"2237,0.25"
Sulfur,0.00262027,"2237,0.5"
Potassium,0.00214916,"2237,0.75"
Calcium,0.0010483,"2238,0.0"
Titanium,0.00263148,"2238,0.25"
Chromium,0,"2238,0.5"
Manganese,0,"2238,0.75"
Iron,0,"2239,0.0"
Nickel,0.557684,"2239,0.25"
Oxygen,0.51297,"2239,0.5"
Sodium,0.068083,"2239,0.75"
Silicon,0.120143,"2240,0.0"
Phosphorus,0,"2240,0.25"
Sulfur,0.011786,"2240,0.5"
Chlorine,0.0274096,"2240,0.75"
Potassium,0.200244,"2241,0.0"
Manganese,0.0029485,"2241,0.25"
Bromine,0.0564157,"2241,0.5"
Oxygen,0.656744,"2241,0.75"
Magnesium,0.0843684,"2242,0.0"
Aluminum,0.00153694,"2242,0.25"
Silicon,0.220611,"2242,0.5"
Phosphorus,0.000669001,"2242,0.75"
Sulfur,0.000646263,"2243,0.0"
Potassium,0.00106014,"2243,0.25"
Calcium,0.00310264,"2243,0.5"
Titanium,0.000432686,"2243,0.75"
Chromium,0.00159428,"2244,0.0"
Manganese,0.00264069,"2244,0.25"
Iron,0.0241212,"2244,0.5"
Nickel,0.00247197,"2244,0.75"
Carbon,0.125785,"2245,0.0"
Oxygen,0.637318,"2245,0.25"
Magnesium,0.0025882,"2245,0.5"
Aluminum,0.0163372,"2245,0.75"
Silicon,0.115776,"2246,0.0"
Phosphorus,0.0528267,"2246,0.25"
Sulfur,0.00130849,"2246,0.5"
Potassium,0.00268308,"2246,0.75"
Calcium,0.0146579,"2247,0.0"
Titanium,0.000438031,"2247,0.25"
Chromium,0.00161397,"2247,0.5"
Manganese,0.00229141,"2247,0.75"
Iron,0.00225407,"2248,0.0"
Nickel,0.0075075,"2248,0.25"
Lanthanum,0.0166138,"2248,0.5"
Oxygen,0.494798,"2248,0.75"
Sodium,0.283244,"2249,0.0"
Aluminum,0.0207957,"2249,0.25"
Silicon,0.0253422,"2249,0.5"
Phosphorus,0.000696306,"2249,0.75"
Sulfur,0.119057,"2250,0.0"
Chlorine,0.0529252,"2250,0.25"
Manganese,0.00314111,"2250,0.5"
Oxygen,0.621956,"2250,0.75"
Sodium,0.0161041,"2251,0.0"
Silicon,0.185483,"2251,0.25"
Phosphorus,0.074924,"2251,0.5"
Sulfur,0.00230992,"2251,0.75"
Calcium,0.0141702,"2252,0.0"
Manganese,0.00269673,"2252,0.25"
Iron,0.0221066,"2252,0.5"
Bromine,0.0602495,"2252,0.75"
Oxygen,0.332013,"2253,0.0"
Sodium,0.0295219,"2253,0.25"
Silicon,0.0838925,"2253,0.5"
Phosphorus,0,"2253,0.75"
Sulfur,0.00747266,"2254,0.0"
Chlorine,0.0292858,"2254,0.25"
Potassium,0.270702,"2254,0.5"
Manganese,0.000727,"2254,0.75"
Bromine,0.246385,"2255,0.0"
Oxygen,0.585609,"2255,0.25"
Magnesium,0.0135182,"2255,0.5"
Aluminum,0.0148021,"2255,0.75"
Silicon,0.118711,"2256,0.0"
Phosphorus,0.0977829,"2256,0.25"
Sulfur,0.000732244,"2256,0.5"
Potassium,0.00180177,"2256,0.75"
Calcium,0.152335,"2257,0.0"
Titanium,0.00196101,"2257,0.25"
Chromium,0.00180639,"2257,0.5"
Manganese,0.00299202,"2257,0.75"
Iron,0.00714793,"2258,0.0"
Nickel,0.000800241,"2258,0.25"
Oxygen,0.607013,"2258,0.5"
Sodium,0.00522611,"2258,0.75"
Magnesium,0.0148274,"2259,0.0"
Aluminum,0.00891365,"2259,0.25"
Silicon,0.0898616,"2259,0.5"
Phosphorus,0.10243,"2259,0.75"
Sulfur,0.000749614,"2260,0.0"
Potassium,0.00184451,"2260,0.25"
Calcium,0.149351,"2260,0.5"
Titanium,0.000501881,"2260,0.75"
Chromium,0.00138693,"2261,0.0"
Manganese,0.00175028,"2261,0.25"
Iron,0.00602617,"2261,0.5"
Nickel,0.00163845,"2261,0.75"
Lanthanum,0.00847945,"2262,0.0"
Carbon,0.11394,"2262,0.25"
Oxygen,0.473817,"2262,0.5"
Sodium,0.0749658,"2262,0.75"
Aluminum,0.0263841,"2263,0.0"
Silicon,0.0302037,"2263,0.25"
Phosphorus,0.000883424,"2263,0.5"
Sulfur,0.000853398,"2263,0.75"
Chlorine,0.0231544,"2264,0.0"
Manganese,0,"2264,0.25"
Iron,0.255798,"2264,0.5"
Oxygen,0.664842,"2264,0.75"
Magnesium,0.000831552,"2265,0.0"
Aluminum,0.00524892,"2265,0.25"
Silicon,0.321097,"2265,0.5"
Phosphorus,0,"2265,0.75"
Sulfur,0.0006306,"2266,0.0"
Potassium,0.000517221,"2266,0.25"
Calcium,0.000504574,"2266,0.5"
Titanium,0.000844399,"2266,0.75"
Chromium,0.00116673,"2267,0.0"
Manganese,0.00147239,"2267,0.25"
Iron,0.00181051,"2267,0.5"
Nickel,0.00103374,"2267,0.75"
Carbon,0.218109,"2268,0.0"
Oxygen,0.512731,"2268,0.25"
Sodium,0.0132431,"2268,0.5"
Magnesium,0.0133593,"2268,0.75"
Aluminum,0.0429162,"2269,0.0"
Silicon,0.116386,"2269,0.25"
Phosphorus,0.00196638,"2269,0.5"
Sulfur,0,"2269,0.75"
Potassium,0.0025967,"2270,0.0"
Calcium,0.00658633,"2270,0.25"
Titanium,0.000847856,"2270,0.5"
Chromium,0.0160106,"2270,0.75"
Manganese,0,"2271,0.0"
Iron,0.0549012,"2271,0.25"
Nickel,0.00034599,"2271,0.5"
Carbon,0.080271,"2271,0.75"
Oxygen,0.525544,"2272,0.0"
Magnesium,0.0341348,"2272,0.25"
Aluminum,0.0476606,"2272,0.5"
Silicon,0.0638737,"2272,0.75"
Phosphorus,0.000864406,"2273,0.0"
Sulfur,0.000835026,"2273,0.25"
Potassium,0.000684893,"2273,0.5"
Calcium,0.00133629,"2273,0.75"
Titanium,0.00111813,"2274,0.0"
Chromium,0.0890927,"2274,0.25"
Manganese,0,"2274,0.5"
Iron,0.150079,"2274,0.75"
Nickel,0,"2275,0.0"
Zinc,0.00450554,"2275,0.25"
Oxygen,0.594621,"2275,0.5"
Magnesium,0.00291214,"2275,0.75"
Aluminum,0.0315121,"2276,0.0"
Silicon,0.248768,"2276,0.25"
Phosphorus,0.0106685,"2276,0.5"
Sulfur,0,"2276,0.75"
Potassium,0.00966048,"2277,0.0"
Calcium,0.0388751,"2277,0.25"
Titanium,0.00394285,"2277,0.5"
Chromium,0.00544795,"2277,0.75"
Manganese,0.0103128,"2278,0.0"
Iron,0.0215577,"2278,0.25"
Nickel,0.00281572,"2278,0.5"
Bromine,0.0189051,"2278,0.75"
Oxygen,0.543143,"2279,0.0"
Magnesium,0.00749645,"2279,0.25"
Aluminum,0.0180263,"2279,0.5"
Silicon,0.106009,"2279,0.75"
Phosphorus,0.00196163,"2280,0.0"
Sulfur,0.00189496,"2280,0.25"
Potassium,0.00155425,"2280,0.5"
Calcium,0.00227437,"2280,0.75"
Titanium,0,"2281,0.0"
Chromium,0.00175302,"2281,0.25"
Manganese,0,"2281,0.5"
Iron,0.311745,"2281,0.75"
Nickel,0.00414185,"2282,0.0"
Oxygen,0.235108,"2282,0.25"
Sodium,0.0199455,"2282,0.5"
Silicon,0.0636922,"2282,0.75"
Phosphorus,0,"2283,0.0"
Sulfur,0.00143046,"2283,0.25"
Chlorine,0.0297552,"2283,0.5"
Potassium,0.321475,"2283,0.75"
Manganese,0.000834997,"2284,0.0"
Bromine,0.327759,"2284,0.25"
Oxygen,0.686028,"2284,0.5"
Magnesium,0.000820608,"2284,0.75"
Aluminum,0.00147995,"2285,0.0"
Silicon,0.302661,"2285,0.25"
Phosphorus,0.000644196,"2285,0.5"
Sulfur,0.000622301,"2285,0.75"
Potassium,0.000510414,"2286,0.0"
Calcium,0.000995867,"2286,0.25"
Titanium,0.000416643,"2286,0.5"
Chromium,0.00115138,"2286,0.75"
Manganese,0.00145302,"2287,0.0"
Iron,0.00321602,"2287,0.25"
Nickel,0,"2287,0.5"
Oxygen,0.614909,"2287,0.75"
Sodium,0.00976627,"2288,0.0"
Magnesium,0.0120071,"2288,0.25"
Aluminum,0.012493,"2288,0.5"
Silicon,0.198315,"2288,0.75"
Phosphorus,0.0514794,"2289,0.0"
Sulfur,0,"2289,0.25"
Potassium,0.00287243,"2289,0.5"
Calcium,0.0767802,"2289,0.75"
Titanium,0.00187578,"2290,0.0"
Chromium,0.00172788,"2290,0.25"
Manganese,0.00204427,"2290,0.5"
Iron,0.0052285,"2290,0.75"
Nickel,0.00038273,"2291,0.0"
Bromine,0.0101182,"2291,0.25"
Carbon,0.166116,"2291,0.5"
Oxygen,0.565518,"2291,0.75"
Magnesium,0.00331449,"2292,0.0"
Aluminum,0.00224161,"2292,0.25"
Silicon,0.194418,"2292,0.5"
Phosphorus,0.0182136,"2292,0.75"
Sulfur,0,"2293,0.0"
Potassium,0.000515398,"2293,0.25"
Calcium,0.0201119,"2293,0.5"
Titanium,0.00126213,"2293,0.75"
Chromium,0.00232524,"2294,0.0"
Manganese,0.0011004,"2294,0.25"
Iron,0.00324743,"2294,0.5"
Nickel,0.00068673,"2294,0.75"
Bromine,0.0209287,"2295,0.0"
Oxygen,0.250941,"2295,0.25"
Sodium,0.300084,"2295,0.5"
Silicon,0.113404,"2295,0.75"
Phosphorus,0.00107109,"2296,0.0"
Sulfur,0.00103468,"2296,0.25"
Chlorine,0.172181,"2296,0.5"
Manganese,0.000603974,"2296,0.75"
Bromine,0.16068,"2297,0.0"
Oxygen,0.411295,"2297,0.25"
Sodium,0.132792,"2297,0.5"
Silicon,0.115455,"2297,0.75"
Phosphorus,0.00101636,"2298,0.0"
Sulfur,0.0697087,"2298,0.25"
Chlorine,0.0621565,"2298,0.5"
Potassium,0.0289903,"2298,0.75"
Manganese,0.00171933,"2299,0.0"
Iron,0.049612,"2299,0.25"
Bromine,0.127255,"2299,0.5"
Oxygen,0.569697,"2299,0.75"
Magnesium,0.0922877,"2300,0.0"
Silicon,0.259273,"2300,0.25"
Phosphorus,0.000739264,"2300,0.5"
Sulfur,0.000714138,"2300,0.75"
Calcium,0.00628559,"2301,0.0"
Manganese,0.00375176,"2301,0.25"
Iron,0.0672515,"2301,0.5"
Oxygen,0.527026,"2301,0.75"
Magnesium,0.0244338,"2302,0.0"
Silicon,0.195428,"2302,0.25"
Phosphorus,0.0575433,"2302,0.5"
Sulfur,0,"2302,0.75"
Calcium,0.0218862,"2303,0.0"
Manganese,0.00309028,"2303,0.25"
Iron,0.111464,"2303,0.5"
Bromine,0.0591285,"2303,0.75"
Oxygen,0.366385,"2304,0.0"
Sodium,0.207925,"2304,0.25"
Silicon,0.225168,"2304,0.5"
Phosphorus,0,"2304,0.75"
Sulfur,0,"2305,0.0"
Chlorine,0.0478551,"2305,0.25"
Manganese,0.000561585,"2305,0.5"
Bromine,0.152105,"2305,0.75"
Oxygen,0.618391,"2306,0.0"
Silicon,0.161837,"2306,0.25"
Phosphorus,0,"2306,0.5"
Sulfur,0,"2306,0.75"
Manganese,0,"2307,0.0"
Iron,0.219771,"2307,0.25"
Oxygen,0.702982,"2307,0.5"
Magnesium,0.0132954,"2307,0.75"
Aluminum,0.0154144,"2308,0.0"
Silicon,0.0591993,"2308,0.25"
Phosphorus,0.0834972,"2308,0.5"
Sulfur,0.000720173,"2308,0.75"
Potassium,0.00236276,"2309,0.0"
Calcium,0.0916231,"2309,0.25"
Titanium,0.00096434,"2309,0.5"
Chromium,0,"2309,0.75"
Manganese,0.00210192,"2310,0.0"
Iron,0.00620303,"2310,0.25"
Nickel,0.00550934,"2310,0.5"
Lanthanum,0.0161266,"2310,0.75"
Oxygen,0.435312,"2311,0.0"
Sodium,0.0517651,"2311,0.25"
Magnesium,0,"2311,0.5"
Aluminum,0.0474561,"2311,0.75"
Silicon,0.190733,"2312,0.0"
Phosphorus,0,"2312,0.25"
Sulfur,0.01485,"2312,0.5"
Chlorine,0.0612758,"2312,0.75"
Potassium,0.0159863,"2313,0.0"
Calcium,0.000742638,"2313,0.25"
Titanium,0.00124279,"2313,0.5"
Chromium,0,"2313,0.75"
Manganese,0,"2314,0.0"
Iron,0.111918,"2314,0.25"
Nickel,0.00912879,"2314,0.5"
Bromine,0.0595894,"2314,0.75"
Oxygen,0.507747,"2315,0.0"
Magnesium,0.00859672,"2315,0.25"
Silicon,0.280705,"2315,0.5"
Phosphorus,0,"2315,0.75"
Sulfur,0.000931321,"2316,0.0"
Manganese,0.00543638,"2316,0.25"
Iron,0.100539,"2316,0.5"
Bromine,0.0960452,"2316,0.75"
Oxygen,0.535517,"2317,0.0"
Sodium,0.219307,"2317,0.25"
Aluminum,0.0196008,"2317,0.5"
Silicon,0.0509689,"2317,0.75"
Sulfur,0.10371,"2318,0.0"
Chlorine,0.0335428,"2318,0.25"
Potassium,0.00619669,"2318,0.5"
Iron,0.0311564,"2318,0.75"
Oxygen,0.497086,"2319,0.0"
Magnesium,0.0176455,"2319,0.25"
Aluminum,0.0487959,"2319,0.5"
Silicon,0.211845,"2319,0.75"
Phosphorus,0.0323216,"2320,0.0"
Sulfur,0.00178418,"2320,0.25"
Potassium,0.00439017,"2320,0.5"
Calcium,0.0649561,"2320,0.75"
Titanium,0.00358362,"2321,0.0"
Chromium,0.00330107,"2321,0.25"
Manganese,0.00416589,"2321,0.5"
Iron,0.00768377,"2321,0.75"
Nickel,0.00292478,"2322,0.0"
Bromine,0.0995167,"2322,0.25"
Oxygen,0.629322,"2322,0.5"
Sodium,0.00693331,"2322,0.75"
Magnesium,0.0159241,"2323,0.0"
Aluminum,0.00929142,"2323,0.25"
Silicon,0.0778556,"2323,0.5"
Phosphorus,0.102212,"2323,0.75"
Sulfur,0.000710349,"2324,0.0"
Potassium,0.00116526,"2324,0.25"
Calcium,0.142665,"2324,0.5"
Titanium,0.00190237,"2324,0.75"
Chromium,0.00350475,"2325,0.0"
Manganese,0.0016586,"2325,0.25"
Iron,0.00530262,"2325,0.5"
Nickel,0.00155262,"2325,0.75"
Oxygen,0.563375,"2326,0.0"
Magnesium,0.0012396,"2326,0.25"
Aluminum,0.00223561,"2326,0.5"
Silicon,0.10947,"2326,0.75"
Phosphorus,0.000973117,"2327,0.0"
Sulfur,0.000940043,"2327,0.25"
Potassium,0.00231308,"2327,0.5"
Calcium,0.000752175,"2327,0.75"
Titanium,0,"2328,0.0"
Chromium,0,"2328,0.25"
Manganese,0,"2328,0.5"
Iron,0.312537,"2328,0.75"
Nickel,0.00616401,"2329,0.0"
Oxygen,0.20222,"2329,0.25"
Sodium,0.286374,"2329,0.5"
Silicon,0.0644483,"2329,0.75"
Phosphorus,0,"2330,0.0"
Sulfur,0.00240213,"2330,0.25"
Chlorine,0.19661,"2330,0.5"
Manganese,0.000701094,"2330,0.75"
Bromine,0.247245,"2331,0.0"
Oxygen,0.654598,"2331,0.25"
Sodium,0.0182919,"2331,0.5"
Silicon,0.258557,"2331,0.75"
Chlorine,0.00749335,"2332,0.0"
Potassium,0.00566313,"2332,0.25"
Iron,0.0376647,"2332,0.5"
Bromine,0.017732,"2332,0.75"
Oxygen,0.380694,"2333,0.0"
Sodium,0.0292631,"2333,0.25"
Magnesium,0.0069187,"2333,0.5"
Aluminum,0.0873444,"2333,0.75"
Silicon,0.258774,"2334,0.0"
Phosphorus,0.00108627,"2334,0.25"
Sulfur,0.00209869,"2334,0.5"
Potassium,0.026681,"2334,0.75"
Calcium,0.00167927,"2335,0.0"
Titanium,0.00210767,"2335,0.25"
Chromium,0.00194149,"2335,0.5"
Manganese,0.00306266,"2335,0.75"
Iron,0.0530246,"2336,0.0"
Nickel,0.00630734,"2336,0.25"
Bromine,0.126744,"2336,0.5"
Thulium,0.0122724,"2336,0.75"
Oxygen,0.475787,"2337,0.0"
Sodium,0.249688,"2337,0.25"
Aluminum,0.00907858,"2337,0.5"
Silicon,0.0752797,"2337,0.75"
Phosphorus,0.000718497,"2338,0.0"
Sulfur,0.134651,"2338,0.25"
Chlorine,0.0408019,"2338,0.5"
Manganese,0.00283606,"2338,0.75"
Iron,0.0111594,"2339,0.0"
Oxygen,0.250554,"2339,0.25"
Aluminum,0.132612,"2339,0.5"
Silicon,0.06716,"2339,0.75"
Chlorine,0.0254924,"2340,0.0"
Potassium,0.317637,"2340,0.25"
Bromine,0.206545,"2340,0.5"
Oxygen,0.664773,"2340,0.75"
Magnesium,0.014548,"2341,0.0"
Aluminum,0.0065593,"2341,0.25"
Silicon,0.0873815,"2341,0.5"
Phosphorus,0.0906506,"2341,0.75"
Sulfur,0,"2342,0.0"
Potassium,0.0011311,"2342,0.25"
Calcium,0.119172,"2342,0.5"
Titanium,0.00138495,"2342,0.75"
Chromium,0.0025515,"2343,0.0"
Manganese,0.00402494,"2343,0.25"
Iron,0.00593904,"2343,0.5"
Nickel,0.00188388,"2343,0.75"
Oxygen,0.664958,"2344,0.0"
Silicon,0.332307,"2344,0.25"
Phosphorus,0.000647973,"2344,0.5"
Sulfur,0.000625949,"2344,0.75"
Manganese,0.00146154,"2345,0.0"
Oxygen,0.685562,"2345,0.25"
Magnesium,0.00495635,"2345,0.5"
Aluminum,0.0178774,"2345,0.75"
Silicon,0.0798154,"2346,0.0"
Phosphorus,0.0887113,"2346,0.25"
Sulfur,0.000751721,"2346,0.5"
Potassium,0.00123313,"2346,0.75"
Calcium,0.0655623,"2347,0.0"
Titanium,0.00150988,"2347,0.25"
Chromium,0.000463609,"2347,0.5"
Manganese,0.0030716,"2347,0.75"
Iron,0.00690641,"2348,0.0"
Nickel,0.00533992,"2348,0.25"
Bromine,0.0241318,"2348,0.5"
Cerium,0.0141071,"2348,0.75"
Oxygen,0.665214,"2349,0.0"
Magnesium,0.000830438,"2349,0.25"
Aluminum,0.00149768,"2349,0.5"
Silicon,0.322105,"2349,0.75"
Phosphorus,0,"2350,0.0"
Sulfur,0.00125951,"2350,0.25"
Potassium,0.00154958,"2350,0.5"
Calcium,0.000503898,"2350,0.75"
Titanium,0.000843267,"2351,0.0"
Chromium,0.00155356,"2351,0.25"
Manganese,0.00183803,"2351,0.5"
Iron,0.00108485,"2351,0.75"
Nickel,0.00172059,"2352,0.0"
Oxygen,0.515923,"2352,0.25"
Silicon,0.371871,"2352,0.5"
Phosphorus,0,"2352,0.75"
Sulfur,0.00714996,"2353,0.0"
Manganese,0.00278242,"2353,0.25"
Iron,0.0739013,"2353,0.5"
Bromine,0.0283723,"2353,0.75"
Oxygen,0.580244,"2354,0.0"
Aluminum,0.0178242,"2354,0.25"
Silicon,0.0780806,"2354,0.5"
Iron,0.323851,"2354,0.75"
Oxygen,0.673428,"2355,0.0"
Magnesium,0.00469327,"2355,0.25"
Aluminum,0.00253927,"2355,0.5"
Silicon,0.165786,"2355,0.75"
Phosphorus,0.0560017,"2356,0.0"
Sulfur,0.00427092,"2356,0.25"
Potassium,0.00350303,"2356,0.5"
Calcium,0.0301868,"2356,0.75"
Titanium,0.0042892,"2357,0.0"
Chromium,0.00965802,"2357,0.25"
Manganese,0.00415509,"2357,0.5"
Iron,0.00776603,"2357,0.75"
Nickel,0.00544544,"2358,0.0"
Bromine,0.028278,"2358,0.25"
Oxygen,0.58688,"2358,0.5"
Silicon,0.0835714,"2358,0.75"
Phosphorus,0.000971479,"2359,0.0"
Sulfur,0.00093846,"2359,0.25"
Manganese,0,"2359,0.5"
Iron,0.327639,"2359,0.75"
Oxygen,0.631591,"2360,0.0"
Sodium,0.00992412,"2360,0.25"
Magnesium,0.00170645,"2360,0.5"
Aluminum,0.0230817,"2360,0.75"
Silicon,0.311737,"2361,0.0"
Phosphorus,0.000669801,"2361,0.25"
Sulfur,0.000647036,"2361,0.5"
Potassium,0.00583772,"2361,0.75"
Calcium,0.00258863,"2362,0.0"
Titanium,0.00173281,"2362,0.25"
Chromium,0.00159619,"2362,0.5"
Manganese,0.00151077,"2362,0.75"
Iron,0.00631616,"2363,0.0"
Nickel,0.00106068,"2363,0.25"
Oxygen,0.575481,"2363,0.5"
Aluminum,0.010066,"2363,0.75"
Silicon,0.271416,"2364,0.0"
Phosphorus,0,"2364,0.25"
Sulfur,0.0324501,"2364,0.5"
Calcium,0.10894,"2364,0.75"
Manganese,0.00164713,"2365,0.0"
Oxygen,0.663625,"2365,0.25"
Aluminum,0.0133961,"2365,0.5"
Silicon,0.322979,"2365,0.75"
Oxygen,0.667866,"2366,0.0"
Sodium,0.0105993,"2366,0.25"
Magnesium,0.00835334,"2366,0.5"
Aluminum,0.0391693,"2366,0.75"
Silicon,0.247342,"2367,0.0"
Phosphorus,0.00196727,"2367,0.25"
Sulfur,0.000633468,"2367,0.5"
Potassium,0.00415659,"2367,0.75"
Calcium,0.00861678,"2368,0.0"
Titanium,0.0021206,"2368,0.25"
Chromium,0.00117204,"2368,0.5"
Manganese,0.00110932,"2368,0.75"
Iron,0.00654746,"2369,0.0"
Nickel,0.000346146,"2369,0.25"
Oxygen,0.572412,"2369,0.5"
Sodium,0.0139908,"2369,0.75"
Magnesium,0.0122136,"2370,0.0"
Aluminum,0.0440542,"2370,0.25"
Silicon,0.207964,"2370,0.5"
Phosphorus,0.017578,"2370,0.75"
Sulfur,0.000771842,"2371,0.0"
Chlorine,0.00977274,"2371,0.25"
Potassium,0.00379841,"2371,0.5"
Calcium,0.0512599,"2371,0.75"
Titanium,0.00155029,"2372,0.0"
Chromium,0.00238009,"2372,0.25"
Manganese,0.00135164,"2372,0.5"
Iron,0.0101937,"2372,0.75"
Nickel,0.000843516,"2373,0.0"
Bromine,0.0498652,"2373,0.25"
Oxygen,0.568478,"2373,0.5"
Magnesium,0.00246864,"2373,0.75"
Aluminum,0.00333911,"2374,0.0"
Silicon,0.105797,"2374,0.25"
Phosphorus,0.00193794,"2374,0.5"
Sulfur,0.000936034,"2374,0.75"
Potassium,0.00153548,"2375,0.0"
Calcium,0.000748968,"2375,0.25"
Titanium,0,"2375,0.5"
Chromium,0,"2375,0.75"
Manganese,0,"2376,0.0"
Iron,0.310667,"2376,0.25"
Nickel,0.00409182,"2376,0.5"
Oxygen,0.539239,"2376,0.75"
Magnesium,0.0117471,"2377,0.0"
Aluminum,0.00211857,"2377,0.25"
Silicon,0.150523,"2377,0.5"
Phosphorus,0,"2377,0.75"
Sulfur,0.00534498,"2378,0.0"
Potassium,0.00584531,"2378,0.25"
Calcium,0.00570238,"2378,0.5"
Titanium,0.00357857,"2378,0.75"
Chromium,0.00439522,"2379,0.0"
Manganese,0.0156001,"2379,0.25"
Iron,0.0153459,"2379,0.5"
Nickel,0.0165504,"2379,0.75"
Palladium,0.0434978,"2380,0.0"
Gold,0.180512,"2380,0.25"
Oxygen,0.711856,"2380,0.5"
Silicon,0.275807,"2380,0.75"
Bromine,0.0123378,"2381,0.0"
Oxygen,0.525056,"2381,0.25"
Sodium,0.0359579,"2381,0.5"
Aluminum,0.0185603,"2381,0.75"
Silicon,0.392821,"2382,0.0"
Phosphorus,0.00140503,"2382,0.25"
Sulfur,0.00067864,"2382,0.5"
Chlorine,0.0239367,"2382,0.75"
Manganese,0.00158456,"2383,0.0"
Oxygen,0.645227,"2383,0.25"
Magnesium,0.0534859,"2383,0.5"
Aluminum,0.000765564,"2383,0.75"
Silicon,0.27564,"2384,0.0"
Phosphorus,0.00066647,"2384,0.25"
Sulfur,0.000643818,"2384,0.5"
Potassium,0.000528063,"2384,0.75"
Calcium,0.0020606,"2385,0.0"
Titanium,0.0017242,"2385,0.25"
Chromium,0.00119119,"2385,0.5"
Manganese,0.00150326,"2385,0.75"
Iron,0.0151573,"2386,0.0"
Nickel,0.00140721,"2386,0.25"
Oxygen,0.614316,"2386,0.5"
Magnesium,0.00206729,"2386,0.75"
Aluminum,0.00372833,"2387,0.0"
Silicon,0.21299,"2387,0.25"
Phosphorus,0.000811435,"2387,0.5"
Sulfur,0.000783855,"2387,0.75"
Potassium,0.00257169,"2388,0.0"
Calcium,0.0012544,"2388,0.25"
Titanium,0.00262403,"2388,0.5"
Chromium,0.00580113,"2388,0.75"
Manganese,0.00503314,"2389,0.0"
Iron,0.146734,"2389,0.25"
Nickel,0.00128497,"2389,0.5"
Oxygen,0.711012,"2389,0.75"
Sodium,0.0310801,"2390,0.0"
Silicon,0.217401,"2390,0.25"
Phosphorus,0,"2390,0.5"
Sulfur,0.00254743,"2390,0.75"
Chlorine,0.0195831,"2391,0.0"
Manganese,0.000743503,"2391,0.25"
Bromine,0.0176334,"2391,0.5"
Oxygen,0.545136,"2391,0.75"
Sodium,0.00948063,"2392,0.0"
Magnesium,0.0112076,"2392,0.25"
Aluminum,0.0434573,"2392,0.5"
Silicon,0.126144,"2392,0.75"
Phosphorus,0.0413515,"2393,0.0"
Sulfur,0.000849916,"2393,0.25"
Potassium,0.00139421,"2393,0.5"
Calcium,0.132612,"2393,0.75"
Titanium,0.00170711,"2394,0.0"
Chromium,0.00419335,"2394,0.25"
Manganese,0.00347284,"2394,0.5"
Iron,0.00780857,"2394,0.75"
Nickel,0.00092884,"2395,0.0"
Bromine,0.0702565,"2395,0.25"
Oxygen,0.691453,"2395,0.5"
Sodium,0.0532381,"2395,0.75"
Aluminum,0.0334537,"2396,0.0"
Silicon,0.0688282,"2396,0.25"
Phosphorus,0,"2396,0.5"
Sulfur,0.0730135,"2396,0.75"
Chlorine,0.00484648,"2397,0.0"
Potassium,0.0197789,"2397,0.25"
Manganese,0,"2397,0.5"
Iron,0.0553879,"2397,0.75"
Oxygen,0.54953,"2398,0.0"
Sodium,0.0158775,"2398,0.25"
Magnesium,0.0346517,"2398,0.5"
Aluminum,0.0499951,"2398,0.75"
Silicon,0.0850031,"2399,0.0"
Phosphorus,0.00181349,"2399,0.25"
Sulfur,0,"2399,0.5"
Potassium,0.00071844,"2399,0.75"
Calcium,0.00280349,"2400,0.0"
Titanium,0,"2400,0.25"
Chromium,0.0896751,"2400,0.5"
Manganese,0,"2400,0.75"
Iron,0.168496,"2401,0.0"
Nickel,0.0014359,"2401,0.25"
Oxygen,0.245255,"2401,0.5"
Sodium,0.362138,"2401,0.75"
Aluminum,0.0478735,"2402,0.0"
Silicon,0.0621875,"2402,0.25"
Phosphorus,0,"2402,0.5"
Sulfur,0.000789418,"2402,0.75"
Chlorine,0.281296,"2403,0.0"
Manganese,0.000460805,"2403,0.25"
Oxygen,0.615668,"2403,0.5"
Magnesium,0.00528319,"2403,0.75"
Aluminum,0.0476408,"2404,0.0"
Silicon,0.271398,"2404,0.25"
Phosphorus,0.014516,"2404,0.5"
Sulfur,0.000667744,"2404,0.75"
Potassium,0.00602455,"2405,0.0"
